azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index,year,month,quarter,day_of_week,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_7,day,forecast
US,Storage,197,251,99.52,0,6.32,3.68,91.95,2023,11,4,3,200.0,156.0,135.0,196.0,250.0,207.0,247.0,191.57142857142858,2,211.42435
Europe,Compute,171,216,99.82,0,6.32,3.68,91.95,2023,11,4,3,197.0,200.0,156.0,135.0,196.0,250.0,207.0,186.42857142857142,2,172.7078
Europe,Storage,194,224,99.77,0,6.32,3.68,91.95,2023,11,4,3,171.0,197.0,200.0,156.0,135.0,196.0,250.0,178.42857142857142,2,183.07475
India,Compute,250,291,99.91,0,6.32,3.68,91.95,2023,11,4,4,194.0,171.0,197.0,200.0,156.0,135.0,196.0,186.14285714285714,3,251.05135
India,Storage,257,290,99.64,0,6.32,3.68,91.95,2023,11,4,4,250.0,194.0,171.0,197.0,200.0,156.0,135.0,203.57142857142858,3,252.23416
US,Compute,135,177,99.56,0,6.32,3.68,91.95,2023,11,4,4,257.0,250.0,194.0,171.0,197.0,200.0,156.0,200.57142857142858,3,134.81871
US,Storage,299,330,99.53,0,6.32,3.68,91.95,2023,11,4,4,135.0,257.0,250.0,194.0,171.0,197.0,200.0,214.71428571428572,3,284.41357
Europe,Compute,233,272,99.89,0,6.32,3.68,91.95,2023,11,4,4,299.0,135.0,257.0,250.0,194.0,171.0,197.0,219.85714285714286,3,230.5237
Europe,Storage,167,211,99.85,0,6.32,3.68,91.95,2023,11,4,4,233.0,299.0,135.0,257.0,250.0,194.0,171.0,219.28571428571428,3,170.35927
India,Compute,293,331,99.53,0,6.32,3.68,91.95,2023,11,4,5,167.0,233.0,299.0,135.0,257.0,250.0,194.0,233.42857142857142,4,288.34317
India,Storage,121,167,99.95,0,6.32,3.68,91.95,2023,11,4,5,293.0,167.0,233.0,299.0,135.0,257.0,250.0,215.0,4,130.047
US,Compute,230,279,99.9,0,6.32,3.68,91.95,2023,11,4,5,121.0,293.0,167.0,233.0,299.0,135.0,257.0,211.14285714285714,4,236.16078
US,Storage,243,268,99.81,0,6.32,3.68,91.95,2023,11,4,5,230.0,121.0,293.0,167.0,233.0,299.0,135.0,226.57142857142858,4,232.90059
Europe,Compute,234,284,99.93,0,6.32,3.68,91.95,2023,11,4,5,243.0,230.0,121.0,293.0,167.0,233.0,299.0,217.28571428571428,4,243.43129
Europe,Storage,116,146,99.89,0,6.32,3.68,91.95,2023,11,4,5,234.0,243.0,230.0,121.0,293.0,167.0,233.0,200.57142857142858,4,114.31881
India,Compute,175,226,99.63,1,6.32,3.68,91.95,2023,11,4,6,116.0,234.0,243.0,230.0,121.0,293.0,167.0,201.71428571428572,5,186.27762
India,Storage,231,281,99.62,1,6.32,3.68,91.95,2023,11,4,6,175.0,116.0,234.0,243.0,230.0,121.0,293.0,192.85714285714286,5,244.11577
US,Compute,272,331,99.83,1,6.32,3.68,91.95,2023,11,4,6,231.0,175.0,116.0,234.0,243.0,230.0,121.0,214.42857142857142,5,284.9184
US,Storage,274,325,99.94,1,6.32,3.68,91.95,2023,11,4,6,272.0,231.0,175.0,116.0,234.0,243.0,230.0,220.71428571428572,5,283.15884
Europe,Compute,105,163,99.8,1,6.32,3.68,91.95,2023,11,4,6,274.0,272.0,231.0,175.0,116.0,234.0,243.0,201.0,5,118.03796
Europe,Storage,252,308,99.59,1,6.32,3.68,91.95,2023,11,4,6,105.0,274.0,272.0,231.0,175.0,116.0,234.0,203.57142857142858,5,264.3062
India,Compute,214,239,99.57,0,6.32,3.68,91.95,2023,11,4,0,252.0,105.0,274.0,272.0,231.0,175.0,116.0,217.57142857142858,6,202.83253
India,Storage,235,286,99.65,0,6.32,3.68,91.95,2023,11,4,0,214.0,252.0,105.0,274.0,272.0,231.0,175.0,226.14285714285714,6,247.4137
US,Compute,283,313,99.83,0,6.32,3.68,91.95,2023,11,4,0,235.0,214.0,252.0,105.0,274.0,272.0,231.0,233.57142857142858,6,275.03708
US,Storage,157,198,99.97,0,6.32,3.68,91.95,2023,11,4,0,283.0,235.0,214.0,252.0,105.0,274.0,272.0,217.14285714285714,6,161.0515
Europe,Compute,139,166,99.53,0,6.32,3.68,91.95,2023,11,4,0,157.0,283.0,235.0,214.0,252.0,105.0,274.0,197.85714285714286,6,127.27085
Europe,Storage,199,219,99.77,0,6.32,3.68,91.95,2023,11,4,0,139.0,157.0,283.0,235.0,214.0,252.0,105.0,211.28571428571428,6,178.71747
India,Compute,118,161,99.53,0,6.32,3.68,91.95,2023,11,4,1,199.0,139.0,157.0,283.0,235.0,214.0,252.0,192.14285714285714,7,120.1576
India,Storage,103,129,99.51,0,6.32,3.68,91.95,2023,11,4,1,118.0,199.0,139.0,157.0,283.0,235.0,214.0,176.28571428571428,7,107.42509
US,Compute,252,288,99.74,0,6.32,3.68,91.95,2023,11,4,1,103.0,118.0,199.0,139.0,157.0,283.0,235.0,178.71428571428572,7,245.91843
US,Storage,262,294,99.86,0,6.32,3.68,91.95,2023,11,4,1,252.0,103.0,118.0,199.0,139.0,157.0,283.0,175.71428571428572,7,250.48837
Europe,Compute,235,275,99.7,0,6.32,3.68,91.95,2023,11,4,1,262.0,252.0,103.0,118.0,199.0,139.0,157.0,186.85714285714286,7,238.55959
Europe,Storage,288,321,99.54,0,6.32,3.68,91.95,2023,11,4,1,235.0,262.0,252.0,103.0,118.0,199.0,139.0,208.14285714285714,7,281.82547
India,Compute,119,175,99.85,0,6.32,3.68,91.95,2023,11,4,2,288.0,235.0,262.0,252.0,103.0,118.0,199.0,196.71428571428572,8,134.59792
India,Storage,256,311,99.7,0,6.32,3.68,91.95,2023,11,4,2,119.0,288.0,235.0,262.0,252.0,103.0,118.0,216.42857142857142,8,266.1478
US,Compute,149,188,99.84,0,6.32,3.68,91.95,2023,11,4,2,256.0,119.0,288.0,235.0,262.0,252.0,103.0,223.0,8,150.96646
US,Storage,147,187,99.54,0,6.32,3.68,91.95,2023,11,4,2,149.0,256.0,119.0,288.0,235.0,262.0,252.0,208.0,8,148.47371
Europe,Compute,284,324,99.86,0,6.32,3.68,91.95,2023,11,4,2,147.0,149.0,256.0,119.0,288.0,235.0,262.0,211.14285714285714,8,283.75275
Europe,Storage,159,180,99.77,0,6.32,3.68,91.95,2023,11,4,2,284.0,147.0,149.0,256.0,119.0,288.0,235.0,200.28571428571428,8,143.84976
India,Compute,148,169,99.93,0,6.32,3.68,91.95,2023,11,4,3,159.0,284.0,147.0,149.0,256.0,119.0,288.0,180.28571428571428,9,130.9391
India,Storage,277,301,99.57,0,6.32,3.68,91.95,2023,11,4,3,148.0,159.0,284.0,147.0,149.0,256.0,119.0,202.85714285714286,9,265.4307
US,Compute,163,201,99.81,0,6.32,3.68,91.95,2023,11,4,3,277.0,148.0,159.0,284.0,147.0,149.0,256.0,189.57142857142858,9,162.5472
US,Storage,218,256,99.58,0,6.32,3.68,91.95,2023,11,4,3,163.0,277.0,148.0,159.0,284.0,147.0,149.0,199.42857142857142,9,216.7931
Europe,Compute,228,280,99.57,0,6.32,3.68,91.95,2023,11,4,3,218.0,163.0,277.0,148.0,159.0,284.0,147.0,211.0,9,240.74487
Europe,Storage,183,227,99.76,0,6.32,3.68,91.95,2023,11,4,3,228.0,218.0,163.0,277.0,148.0,159.0,284.0,196.57142857142858,9,185.46974
India,Compute,281,305,99.88,0,6.32,3.68,91.95,2023,11,4,4,183.0,228.0,218.0,163.0,277.0,148.0,159.0,214.0,10,264.4274
India,Storage,159,189,99.81,0,6.32,3.68,91.95,2023,11,4,4,281.0,183.0,228.0,218.0,163.0,277.0,148.0,215.57142857142858,10,150.16916
US,Compute,114,150,99.97,0,6.32,3.68,91.95,2023,11,4,4,159.0,281.0,183.0,228.0,218.0,163.0,277.0,192.28571428571428,10,115.32539
US,Storage,190,246,99.92,0,6.32,3.68,91.95,2023,11,4,4,114.0,159.0,281.0,183.0,228.0,218.0,163.0,196.14285714285714,10,201.31232
Europe,Compute,177,233,99.64,0,6.32,3.68,91.95,2023,11,4,4,190.0,114.0,159.0,281.0,183.0,228.0,218.0,190.28571428571428,10,192.54117
Europe,Storage,260,303,99.53,0,6.32,3.68,91.95,2023,11,4,4,177.0,190.0,114.0,159.0,281.0,183.0,228.0,194.85714285714286,10,263.36578
India,Compute,258,298,99.55,0,6.32,3.68,91.95,2023,11,4,5,260.0,177.0,190.0,114.0,159.0,281.0,183.0,205.57142857142858,11,259.83795
India,Storage,133,192,99.94,0,6.32,3.68,91.95,2023,11,4,5,258.0,260.0,177.0,190.0,114.0,159.0,281.0,184.42857142857142,11,151.13976
US,Compute,222,263,99.95,0,6.32,3.68,91.95,2023,11,4,5,133.0,258.0,260.0,177.0,190.0,114.0,159.0,193.42857142857142,11,220.94759
US,Storage,157,199,99.88,0,6.32,3.68,91.95,2023,11,4,5,222.0,133.0,258.0,260.0,177.0,190.0,114.0,199.57142857142858,11,157.33517
Europe,Compute,120,161,99.71,0,6.32,3.68,91.95,2023,11,4,5,157.0,222.0,133.0,258.0,260.0,177.0,190.0,189.57142857142858,11,120.01225
Europe,Storage,120,140,99.77,0,6.32,3.68,91.95,2023,11,4,5,120.0,157.0,222.0,133.0,258.0,260.0,177.0,181.42857142857142,11,111.09508
India,Compute,239,262,99.68,1,6.32,3.68,91.95,2023,11,4,6,120.0,120.0,157.0,222.0,133.0,258.0,260.0,178.42857142857142,12,222.61542
India,Storage,112,143,99.92,1,6.32,3.68,91.95,2023,11,4,6,239.0,120.0,120.0,157.0,222.0,133.0,258.0,157.57142857142858,12,111.90665
US,Compute,171,225,99.61,1,6.32,3.68,91.95,2023,11,4,6,112.0,239.0,120.0,120.0,157.0,222.0,133.0,163.0,12,184.75395
US,Storage,161,198,99.71,1,6.32,3.68,91.95,2023,11,4,6,171.0,112.0,239.0,120.0,120.0,157.0,222.0,154.28571428571428,12,157.85611
Europe,Compute,249,269,99.88,1,6.32,3.68,91.95,2023,11,4,6,161.0,171.0,112.0,239.0,120.0,120.0,157.0,167.42857142857142,12,230.92459
Europe,Storage,262,289,99.65,1,6.32,3.68,91.95,2023,11,4,6,249.0,161.0,171.0,112.0,239.0,120.0,120.0,187.71428571428572,12,252.39731
India,Compute,195,226,99.57,0,6.32,3.68,91.95,2023,11,4,0,262.0,249.0,161.0,171.0,112.0,239.0,120.0,198.42857142857142,13,186.6188
India,Storage,177,219,99.52,0,6.32,3.68,91.95,2023,11,4,0,195.0,262.0,249.0,161.0,171.0,112.0,239.0,189.57142857142858,13,175.30464
US,Compute,266,325,99.5,0,6.32,3.68,91.95,2023,11,4,0,177.0,195.0,262.0,249.0,161.0,171.0,112.0,211.57142857142858,13,282.83813
US,Storage,258,313,99.6,0,6.32,3.68,91.95,2023,11,4,0,266.0,177.0,195.0,262.0,249.0,161.0,171.0,224.0,13,271.76566
Europe,Compute,218,240,99.61,0,6.32,3.68,91.95,2023,11,4,0,258.0,266.0,177.0,195.0,262.0,249.0,161.0,232.14285714285714,13,205.68863
Europe,Storage,213,256,99.78,0,6.32,3.68,91.95,2023,11,4,0,218.0,258.0,266.0,177.0,195.0,262.0,249.0,227.0,13,217.85338
India,Compute,157,211,99.56,0,6.32,3.68,91.95,2023,11,4,1,213.0,218.0,258.0,266.0,177.0,195.0,262.0,212.0,14,171.00407
India,Storage,262,305,99.66,0,6.32,3.68,91.95,2023,11,4,1,157.0,213.0,218.0,258.0,266.0,177.0,195.0,221.57142857142858,14,265.2173
US,Compute,152,179,99.68,0,6.32,3.68,91.95,2023,11,4,1,262.0,157.0,213.0,218.0,258.0,266.0,177.0,218.0,14,138.27669
US,Storage,248,282,99.8,0,6.32,3.68,91.95,2023,11,4,1,152.0,262.0,157.0,213.0,218.0,258.0,266.0,215.42857142857142,14,247.06674
Europe,Compute,287,345,99.97,0,6.32,3.68,91.95,2023,11,4,1,248.0,152.0,262.0,157.0,213.0,218.0,258.0,219.57142857142858,14,289.721
Europe,Storage,264,295,99.71,0,6.32,3.68,91.95,2023,11,4,1,287.0,248.0,152.0,262.0,157.0,213.0,218.0,226.14285714285714,14,253.50336
India,Compute,231,251,99.65,0,6.32,3.68,91.95,2023,11,4,2,264.0,287.0,248.0,152.0,262.0,157.0,213.0,228.71428571428572,15,214.69809
India,Storage,169,199,99.53,0,6.32,3.68,91.95,2023,11,4,2,231.0,264.0,287.0,248.0,152.0,262.0,157.0,230.42857142857142,15,162.58273
US,Compute,227,283,99.85,0,6.32,3.68,91.95,2023,11,4,2,169.0,231.0,264.0,287.0,248.0,152.0,262.0,225.42857142857142,15,244.49228
US,Storage,203,231,99.72,0,6.32,3.68,91.95,2023,11,4,2,227.0,169.0,231.0,264.0,287.0,248.0,152.0,232.71428571428572,15,195.77487
Europe,Compute,280,315,99.56,0,6.32,3.68,91.95,2023,11,4,2,203.0,227.0,169.0,231.0,264.0,287.0,248.0,237.28571428571428,15,276.7367
Europe,Storage,150,181,99.94,0,6.32,3.68,91.95,2023,11,4,2,280.0,203.0,227.0,169.0,231.0,264.0,287.0,217.71428571428572,15,142.95055
India,Compute,170,192,99.92,0,6.32,3.68,91.95,2023,11,4,3,150.0,280.0,203.0,227.0,169.0,231.0,264.0,204.28571428571428,16,152.96169
India,Storage,199,230,99.95,0,6.32,3.68,91.95,2023,11,4,3,170.0,150.0,280.0,203.0,227.0,169.0,231.0,199.71428571428572,16,189.1066
US,Compute,107,136,99.72,0,6.32,3.68,91.95,2023,11,4,3,199.0,170.0,150.0,280.0,203.0,227.0,169.0,190.85714285714286,16,107.617615
US,Storage,225,271,99.87,0,6.32,3.68,91.95,2023,11,4,3,107.0,199.0,170.0,150.0,280.0,203.0,227.0,190.57142857142858,16,230.89717
Europe,Compute,172,220,99.99,0,6.32,3.68,91.95,2023,11,4,3,225.0,107.0,199.0,170.0,150.0,280.0,203.0,186.14285714285714,16,171.04456
Europe,Storage,164,219,99.52,0,6.32,3.68,91.95,2023,11,4,3,172.0,225.0,107.0,199.0,170.0,150.0,280.0,169.57142857142858,16,174.22705
India,Compute,212,247,99.62,0,6.32,3.68,91.95,2023,11,4,4,164.0,172.0,225.0,107.0,199.0,170.0,150.0,178.42857142857142,17,209.39029
India,Storage,282,339,99.51,0,6.32,3.68,91.95,2023,11,4,4,212.0,164.0,172.0,225.0,107.0,199.0,170.0,194.42857142857142,17,287.76526
US,Compute,103,159,99.62,0,6.32,3.68,91.95,2023,11,4,4,282.0,212.0,164.0,172.0,225.0,107.0,199.0,180.71428571428572,17,115.72157
US,Storage,152,207,99.58,0,6.32,3.68,91.95,2023,11,4,4,103.0,282.0,212.0,164.0,172.0,225.0,107.0,187.14285714285714,17,160.98775
Europe,Compute,127,175,99.64,0,6.32,3.68,91.95,2023,11,4,4,152.0,103.0,282.0,212.0,164.0,172.0,225.0,173.14285714285714,17,135.7683
Europe,Storage,231,275,99.65,0,6.32,3.68,91.95,2023,11,4,4,127.0,152.0,103.0,282.0,212.0,164.0,172.0,181.57142857142858,17,238.14363
India,Compute,248,288,99.57,0,6.32,3.68,91.95,2023,11,4,5,231.0,127.0,152.0,103.0,282.0,212.0,164.0,193.57142857142858,18,246.80998
India,Storage,120,179,99.82,0,6.32,3.68,91.95,2023,11,4,5,248.0,231.0,127.0,152.0,103.0,282.0,212.0,180.42857142857142,18,136.42453
US,Compute,204,225,99.54,0,6.32,3.68,91.95,2023,11,4,5,120.0,248.0,231.0,127.0,152.0,103.0,282.0,169.28571428571428,18,187.93613
US,Storage,266,312,99.5,0,6.32,3.68,91.95,2023,11,4,5,204.0,120.0,248.0,231.0,127.0,152.0,103.0,192.57142857142858,18,270.28918
Europe,Compute,223,272,99.72,0,6.32,3.68,91.95,2023,11,4,5,266.0,204.0,120.0,248.0,231.0,127.0,152.0,202.71428571428572,18,232.1905
Europe,Storage,140,180,99.8,0,6.32,3.68,91.95,2023,11,4,5,223.0,266.0,204.0,120.0,248.0,231.0,127.0,204.57142857142858,18,142.72798
India,Compute,184,230,99.86,1,6.32,3.68,91.95,2023,11,4,6,140.0,223.0,266.0,204.0,120.0,248.0,231.0,197.85714285714286,19,188.91772
India,Storage,230,267,99.69,1,6.32,3.68,91.95,2023,11,4,6,184.0,140.0,223.0,266.0,204.0,120.0,248.0,195.28571428571428,19,227.98259
US,Compute,253,311,99.88,1,6.32,3.68,91.95,2023,11,4,6,230.0,184.0,140.0,223.0,266.0,204.0,120.0,214.28571428571428,19,267.9603
US,Storage,251,279,99.56,1,6.32,3.68,91.95,2023,11,4,6,253.0,230.0,184.0,140.0,223.0,266.0,204.0,221.0,19,237.4108
Europe,Compute,239,292,99.78,1,6.32,3.68,91.95,2023,11,4,6,251.0,253.0,230.0,184.0,140.0,223.0,266.0,217.14285714285714,19,252.49849
Europe,Storage,205,242,99.88,1,6.32,3.68,91.95,2023,11,4,6,239.0,251.0,253.0,230.0,184.0,140.0,223.0,214.57142857142858,19,201.9378
India,Compute,207,235,99.79,0,6.32,3.68,91.95,2023,11,4,0,205.0,239.0,251.0,253.0,230.0,184.0,140.0,224.14285714285714,20,194.12079
India,Storage,173,195,99.84,0,6.32,3.68,91.95,2023,11,4,0,207.0,205.0,239.0,251.0,253.0,230.0,184.0,222.57142857142858,20,159.36954
US,Compute,248,295,99.6,0,6.32,3.68,91.95,2023,11,4,0,173.0,207.0,205.0,239.0,251.0,253.0,230.0,225.14285714285714,20,253.61751
US,Storage,136,160,99.94,0,6.32,3.68,91.95,2023,11,4,0,248.0,173.0,207.0,205.0,239.0,251.0,253.0,208.42857142857142,20,120.834015
Europe,Compute,139,161,99.97,0,6.32,3.68,91.95,2023,11,4,0,136.0,248.0,173.0,207.0,205.0,239.0,251.0,192.42857142857142,20,120.80377
Europe,Storage,272,319,99.89,0,6.32,3.68,91.95,2023,11,4,0,139.0,136.0,248.0,173.0,207.0,205.0,239.0,197.14285714285714,20,279.20032
India,Compute,117,173,99.71,0,6.32,3.68,91.95,2023,11,4,1,272.0,139.0,136.0,248.0,173.0,207.0,205.0,184.57142857142858,21,134.0898
India,Storage,134,164,99.55,0,6.32,3.68,91.95,2023,11,4,1,117.0,272.0,139.0,136.0,248.0,173.0,207.0,174.14285714285714,21,121.26895
US,Compute,147,199,99.9,0,6.32,3.68,91.95,2023,11,4,1,134.0,117.0,272.0,139.0,136.0,248.0,173.0,170.42857142857142,21,155.8168
US,Storage,261,281,99.62,0,6.32,3.68,91.95,2023,11,4,1,147.0,134.0,117.0,272.0,139.0,136.0,248.0,172.28571428571428,21,244.55127
Europe,Compute,260,315,99.85,0,6.32,3.68,91.95,2023,11,4,1,261.0,147.0,134.0,117.0,272.0,139.0,136.0,190.0,21,277.37018
Europe,Storage,286,325,99.61,0,6.32,3.68,91.95,2023,11,4,1,260.0,261.0,147.0,134.0,117.0,272.0,139.0,211.0,21,283.8763
India,Compute,140,182,99.96,0,6.32,3.68,91.95,2023,11,4,2,286.0,260.0,261.0,147.0,134.0,117.0,272.0,192.14285714285714,22,142.215
India,Storage,111,164,99.61,0,6.32,3.68,91.95,2023,11,4,2,140.0,286.0,260.0,261.0,147.0,134.0,117.0,191.28571428571428,22,120.24728
US,Compute,199,256,99.65,0,6.32,3.68,91.95,2023,11,4,2,111.0,140.0,286.0,260.0,261.0,147.0,134.0,200.57142857142858,22,217.5824
US,Storage,119,164,99.75,0,6.32,3.68,91.95,2023,11,4,2,199.0,111.0,140.0,286.0,260.0,261.0,147.0,196.57142857142858,22,119.36375
Europe,Compute,239,266,99.58,0,6.32,3.68,91.95,2023,11,4,2,119.0,199.0,111.0,140.0,286.0,260.0,261.0,193.42857142857142,22,232.01308
Europe,Storage,101,158,99.88,0,6.32,3.68,91.95,2023,11,4,2,239.0,119.0,199.0,111.0,140.0,286.0,260.0,170.71428571428572,22,117.670784
India,Compute,126,160,99.92,0,6.32,3.68,91.95,2023,11,4,3,101.0,239.0,119.0,199.0,111.0,140.0,286.0,147.85714285714286,23,120.266716
India,Storage,231,274,99.64,0,6.32,3.68,91.95,2023,11,4,3,126.0,101.0,239.0,119.0,199.0,111.0,140.0,160.85714285714286,23,231.87083
US,Compute,287,345,99.89,0,6.32,3.68,91.95,2023,11,4,3,231.0,126.0,101.0,239.0,119.0,199.0,111.0,186.0,23,290.23523
US,Storage,105,140,99.54,0,6.32,3.68,91.95,2023,11,4,3,287.0,231.0,126.0,101.0,239.0,119.0,199.0,172.57142857142858,23,111.16973
Europe,Compute,197,242,99.86,0,6.32,3.68,91.95,2023,11,4,3,105.0,287.0,231.0,126.0,101.0,239.0,119.0,183.71428571428572,23,199.36205
Europe,Storage,120,162,99.64,0,6.32,3.68,91.95,2023,11,4,3,197.0,105.0,287.0,231.0,126.0,101.0,239.0,166.71428571428572,23,123.78912
India,Compute,280,311,99.97,0,6.32,3.68,91.95,2023,11,4,4,120.0,197.0,105.0,287.0,231.0,126.0,101.0,192.28571428571428,24,270.02866
India,Storage,119,152,99.5,0,6.32,3.68,91.95,2023,11,4,4,280.0,120.0,197.0,105.0,287.0,231.0,126.0,191.28571428571428,24,116.95722
US,Compute,222,250,99.65,0,6.32,3.68,91.95,2023,11,4,4,119.0,280.0,120.0,197.0,105.0,287.0,231.0,190.0,24,208.65659
US,Storage,226,284,99.91,0,6.32,3.68,91.95,2023,11,4,4,222.0,119.0,280.0,120.0,197.0,105.0,287.0,181.28571428571428,24,243.8584
Europe,Compute,225,281,99.68,0,6.32,3.68,91.95,2023,11,4,4,226.0,222.0,119.0,280.0,120.0,197.0,105.0,198.42857142857142,24,243.08571
Europe,Storage,116,139,99.64,0,6.32,3.68,91.95,2023,11,4,4,225.0,226.0,222.0,119.0,280.0,120.0,197.0,186.85714285714286,24,111.48306
India,Compute,229,283,99.96,0,6.32,3.68,91.95,2023,11,4,5,116.0,225.0,226.0,222.0,119.0,280.0,120.0,202.42857142857142,25,244.73036
India,Storage,223,281,99.57,0,6.32,3.68,91.95,2023,11,4,5,229.0,116.0,225.0,226.0,222.0,119.0,280.0,194.28571428571428,25,244.43971
US,Compute,287,332,99.51,0,6.32,3.68,91.95,2023,11,4,5,223.0,229.0,116.0,225.0,226.0,222.0,119.0,218.28571428571428,25,285.4961
US,Storage,291,325,99.63,0,6.32,3.68,91.95,2023,11,4,5,287.0,223.0,229.0,116.0,225.0,226.0,222.0,228.14285714285714,25,285.83783
Europe,Compute,265,312,99.56,0,6.32,3.68,91.95,2023,11,4,5,291.0,287.0,223.0,229.0,116.0,225.0,226.0,233.71428571428572,25,272.3662
Europe,Storage,205,250,99.66,0,6.32,3.68,91.95,2023,11,4,5,265.0,291.0,287.0,223.0,229.0,116.0,225.0,230.85714285714286,25,213.3897
India,Compute,211,252,99.59,1,6.32,3.68,91.95,2023,11,4,6,205.0,265.0,291.0,287.0,223.0,229.0,116.0,244.42857142857142,26,215.57161
India,Storage,268,297,99.88,1,6.32,3.68,91.95,2023,11,4,6,211.0,205.0,265.0,291.0,287.0,223.0,229.0,250.0,26,258.43173
US,Compute,146,203,99.61,1,6.32,3.68,91.95,2023,11,4,6,268.0,211.0,205.0,265.0,291.0,287.0,223.0,239.0,26,159.64333
US,Storage,293,349,99.75,1,6.32,3.68,91.95,2023,11,4,6,146.0,268.0,211.0,205.0,265.0,291.0,287.0,239.85714285714286,26,292.05902
Europe,Compute,209,235,99.86,1,6.32,3.68,91.95,2023,11,4,6,293.0,146.0,268.0,211.0,205.0,265.0,291.0,228.14285714285714,26,196.51343
Europe,Storage,281,325,99.56,1,6.32,3.68,91.95,2023,11,4,6,209.0,293.0,146.0,268.0,211.0,205.0,265.0,230.42857142857142,26,283.861
India,Compute,219,247,99.77,0,6.32,3.68,91.95,2023,11,4,0,281.0,209.0,293.0,146.0,268.0,211.0,205.0,232.42857142857142,27,211.70308
India,Storage,110,139,99.95,0,6.32,3.68,91.95,2023,11,4,0,219.0,281.0,209.0,293.0,146.0,268.0,211.0,218.0,27,111.31952
US,Compute,242,284,99.83,0,6.32,3.68,91.95,2023,11,4,0,110.0,219.0,281.0,209.0,293.0,146.0,268.0,214.28571428571428,27,247.47171
US,Storage,231,260,99.8,0,6.32,3.68,91.95,2023,11,4,0,242.0,110.0,219.0,281.0,209.0,293.0,146.0,226.42857142857142,27,219.45874
Europe,Compute,289,317,99.53,0,6.32,3.68,91.95,2023,11,4,0,231.0,242.0,110.0,219.0,281.0,209.0,293.0,225.85714285714286,27,278.74243
Europe,Storage,111,134,99.68,0,6.32,3.68,91.95,2023,11,4,0,289.0,231.0,242.0,110.0,219.0,281.0,209.0,211.85714285714286,27,109.04678
India,Compute,252,288,99.67,0,6.32,3.68,91.95,2023,11,4,1,111.0,289.0,231.0,242.0,110.0,219.0,281.0,207.71428571428572,28,247.9081
India,Storage,176,205,99.53,0,6.32,3.68,91.95,2023,11,4,1,252.0,111.0,289.0,231.0,242.0,110.0,219.0,201.57142857142858,28,167.14418
US,Compute,157,214,99.74,0,6.32,3.68,91.95,2023,11,4,1,176.0,252.0,111.0,289.0,231.0,242.0,110.0,208.28571428571428,28,173.9251
US,Storage,277,336,99.79,0,6.32,3.68,91.95,2023,11,4,1,157.0,176.0,252.0,111.0,289.0,231.0,242.0,213.28571428571428,28,287.14856
Europe,Compute,252,275,99.59,0,6.32,3.68,91.95,2023,11,4,1,277.0,157.0,176.0,252.0,111.0,289.0,231.0,216.28571428571428,28,239.06514
Europe,Storage,156,215,99.62,0,6.32,3.68,91.95,2023,11,4,1,252.0,277.0,157.0,176.0,252.0,111.0,289.0,197.28571428571428,28,172.80098
India,Compute,129,156,99.64,0,6.32,3.68,91.95,2023,11,4,2,156.0,252.0,277.0,157.0,176.0,252.0,111.0,199.85714285714286,29,117.36757
India,Storage,205,232,99.55,0,6.32,3.68,91.95,2023,11,4,2,129.0,156.0,252.0,277.0,157.0,176.0,252.0,193.14285714285714,29,195.76006
US,Compute,181,213,99.65,0,6.32,3.68,91.95,2023,11,4,2,205.0,129.0,156.0,252.0,277.0,157.0,176.0,193.85714285714286,29,172.59647
US,Storage,164,193,99.79,0,6.32,3.68,91.95,2023,11,4,2,181.0,205.0,129.0,156.0,252.0,277.0,157.0,194.85714285714286,29,151.839
Europe,Compute,160,217,99.61,0,6.32,3.68,91.95,2023,11,4,2,164.0,181.0,205.0,129.0,156.0,252.0,277.0,178.14285714285714,29,174.25304
Europe,Storage,204,254,99.75,0,6.32,3.68,91.95,2023,11,4,2,160.0,164.0,181.0,205.0,129.0,156.0,252.0,171.28571428571428,29,214.19981
India,Compute,257,281,99.69,0,6.32,3.68,91.95,2023,11,4,3,204.0,160.0,164.0,181.0,205.0,129.0,156.0,185.71428571428572,30,245.49223
India,Storage,103,154,99.57,0,6.32,3.68,91.95,2023,11,4,3,257.0,204.0,160.0,164.0,181.0,205.0,129.0,182.0,30,116.97691
US,Compute,150,180,99.71,0,6.32,3.68,91.95,2023,11,4,3,103.0,257.0,204.0,160.0,164.0,181.0,205.0,174.14285714285714,30,139.01942
US,Storage,146,189,99.7,0,6.32,3.68,91.95,2023,11,4,3,150.0,103.0,257.0,204.0,160.0,164.0,181.0,169.14285714285714,30,148.2394
Europe,Compute,262,290,99.63,0,6.32,3.68,91.95,2023,11,4,3,146.0,150.0,103.0,257.0,204.0,160.0,164.0,183.14285714285714,30,255.84023
Europe,Storage,135,181,99.96,0,6.32,3.68,91.95,2023,11,4,3,262.0,146.0,150.0,103.0,257.0,204.0,160.0,179.57142857142858,30,138.75308
India,Compute,199,245,99.73,0,7.35,6.86,114.25,2023,12,4,4,135.0,262.0,146.0,150.0,103.0,257.0,204.0,178.85714285714286,1,199.81918
India,Storage,141,199,99.71,0,7.35,6.86,114.25,2023,12,4,4,199.0,135.0,262.0,146.0,150.0,103.0,257.0,162.28571428571428,1,152.47987
